-------------------------------------------------------------------------------------
| pred                                                                  | frequency |
| <http://lsq.aksw.org/res/q-7e2ca1b5-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7e2ca1b5-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-7e2ca1b5-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-7e2da417-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7e360525-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7e360525-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7e42992d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7e42992d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7e4a75f5-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7e4a75f5-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7e60b075-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7e62ea55-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-7e644ea7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7e78099a-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7e864969-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7e867850-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7ea3bb25-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7ebc29cb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7ec5bb70-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7ec8d6a4-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7ef7c061-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7f0de757-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7f121bdb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7f16ee74-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7f1b8f49-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7f3d9d19-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7f3d9d19-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7f41fb19-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7f43f4d7-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7f43f4d7-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7f494806-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7f4e6665-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7f4eb130-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7f5987ea-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7f768b84-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7f768b84-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7f8921c5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7f8ea193-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7f8ea193-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-7f8ea193-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-7f909b7d-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7f909b7d-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-7f909b7d-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-7f9339f7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7f958c5e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7fa2ac4f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7fa3bbe9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7fbe726f-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-7fcceda8-var-attribut>                     | 1         |
| <http://lsq.aksw.org/res/q-7fd01a5d-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7fd01a5d-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-7fd36161-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7fd36161-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7fdb6252-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-7fe18113-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7ffa736d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7ffa7ea3-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7ffb33ae-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7ffb33ae-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-800c1b76-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-80151d2d-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-80151d2d-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-80151d2d-var-ps2>                          | 1         |
| <http://lsq.aksw.org/res/q-801fec13-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-802108ca-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-8028891d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-802cf76a-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-802cf76a-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-802cf76a-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-803e9fca-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-803fe5c7-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-803fe5c7-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8062a4e7-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8062a4e7-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8069773b-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-806fb9a9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-807a3690-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-807bea29-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-807d043a-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-80817fab-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-808a91e6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-809340d9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-809bcf27-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-80a85e8c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-80cb7f41-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-80cb7f41-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-80d4c7a6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-80db4621-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-80dd6d46-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-80dd6d46-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-80e5c493-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-80ea4b31-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-80ebbf0e-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-80ebbf0e-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-80ebbf0e-var-ps2>                          | 1         |
| <http://lsq.aksw.org/res/q-80fbd4d8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-80ffe673-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-80ffe673-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-81042c9b-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-810aa74d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-81251a38-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-81251a38-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-812ba384-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-812ba384-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-8131be3a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-8132e8f8-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-813e3497-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-813e3497-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-813e8c61-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-813f683a-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-813f683a-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-814329a3-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-8143cfab-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-81498c6d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-81498c6d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-814e1b87-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-8154cdfc-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8154cdfc-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8161f183-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-8188d61b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-818ba733-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-818db4a2-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-81964828-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-81964828-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-81a37b9f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-81a81bc7-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-81be0830-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-81cc6df3-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-81d3a040-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-81d3a040-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-81d47fab-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-81d47fab-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-81db99f2-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-81e03025-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-81e03025-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-81f53e43-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-81f63653-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-81f63653-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-820ca79f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-82125219-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-82150384-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-82150384-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-82217f84-var-property>                     | 1         |
