-------------------------------------------------------------------------------------
| pred                                                                  | frequency |
| <http://lsq.aksw.org/res/q-d6da509f-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-d7f0845f-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-d93d67c1-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-daf94653-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-db774e8a-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-dbfbaf59-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-de0e7b69-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-de28187b-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-de533479-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-dee8c8ce-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-df9aa4a7-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-dfdf5a77-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-e13d55c2-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-e1947f4c-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-e2a1aea5-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-e3055254-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-e3f28afb-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-e473e921-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-e53d3db2-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-e814dcc9-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-e91fa7fb-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-ea75c349-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-eaabeb6e-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-eb0b5b99-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-eb6d1df9-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-eb984eb1-var-property>                     | 2         |
| <http://lsq.aksw.org/res/q-ed76738a-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-ed7aadff-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-eda282bf-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-ef05bb68-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-ef5414a2-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-ef55281c-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-f3e15a0a-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-f3edf9b7-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-f3f9a1af-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-f5bc3125-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-f6aa8a53-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-f91d2ef8-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-f95726c4-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-f959519b-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-f97d73be-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-fa5dc6ac-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-fb52dfda-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-fdcec3dc-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-fe66605a-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-fe876755-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-fef1e1bb-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-ff497185-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-ffc59561-var-p>                            | 2         |
| <http://purl.org/linked-data/cube#structure>                          | 2         |
| <http://www.w3.org/2000/01/rdf-schema#type>                           | 2         |
| <http://dbpedia.org/ontology/Album>                                   | 1         |
| <http://dbpedia.org/ontology/Producer>                                | 1         |
| <http://dbpedia.org/ontology/activeYearsStartYear>                    | 1         |
| <http://dbpedia.org/ontology/area>                                    | 1         |
| <http://dbpedia.org/ontology/author>                                  | 1         |
| <http://dbpedia.org/ontology/director>                                | 1         |
| <http://dbpedia.org/ontology/format>                                  | 1         |
| <http://dbpedia.org/ontology/instrument>                              | 1         |
| <http://dbpedia.org/ontology/occupation>                              | 1         |
| <http://dbpedia.org/ontology/producerof>                              | 1         |
| <http://dbpedia.org/ontology/sameAs>                                  | 1         |
| <http://dbpedia.org/ontology/writer>                                  | 1         |
| <http://dbpedia.org/property/alternativeNames>                        | 1         |
| <http://dbpedia.org/property/aprHighC>                                | 1         |
| <http://dbpedia.org/property/artist>                                  | 1         |
| <http://dbpedia.org/property/author>                                  | 1         |
| <http://dbpedia.org/property/birthName>                               | 1         |
| <http://dbpedia.org/property/birthPlace>                              | 1         |
| <http://dbpedia.org/property/capacity>                                | 1         |
| <http://dbpedia.org/property/clubs>                                   | 1         |
| <http://dbpedia.org/property/company>                                 | 1         |
| <http://dbpedia.org/property/competencies>                            | 1         |
| <http://dbpedia.org/property/compilation>                             | 1         |
| <http://dbpedia.org/property/compiler>                                | 1         |
| <http://dbpedia.org/property/compiltion>                              | 1         |
| <http://dbpedia.org/property/completed>                               | 1         |
| <http://dbpedia.org/property/countryofbirth>                          | 1         |
| <http://dbpedia.org/property/cover>                                   | 1         |
| <http://dbpedia.org/property/dialCode>                                | 1         |
| <http://dbpedia.org/property/fullname>                                | 1         |
| <http://dbpedia.org/property/ground>                                  | 1         |
| <http://dbpedia.org/property/instrument>                              | 1         |
| <http://dbpedia.org/property/membership>                              | 1         |
| <http://dbpedia.org/property/role>                                    | 1         |
| <http://dbpedia.org/resource/Oceania_Football_ConfederationfromAlbum> | 1         |
| <http://dbpedia.org/resource/Timbaland>                               | 1         |
| <http://dbpedia.org/resource/album>                                   | 1         |
| <http://dbpedia.org/resource/juega_en>                                | 1         |
| <http://dbpedia.org/resource/leaderTittle>                            | 1         |
| <http://dbpedia.org/resource/nick>                                    | 1         |
| <http://lsq.aksw.org/res/q-00491460-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-00815f02-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-01489e9f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-014aa873-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-01f7dfd9-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-01f7dfd9-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-020498a7-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-027c7a03-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-0315d236-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0315d236-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0331a2ad-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0392c854-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-03db9b87-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-03db9b87-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-03fd7b9f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-03fd7b9f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-046e6886-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-046e6886-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-046f90bb-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-047c035b-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0517acc8-var-pi>                           | 1         |
